cod,seguradora,roa,roe,giro_ativo,endividamento,endividamento_comp,margem_lucro_bruto,margem_lucro_liquido,imobilizacao_ativo,sinistralidade,taxa_despesas_comercializacao,taxa_despesas_adm,combinado,combinado_ampliado,pmcr,liquidez_geral,liquidez_corrente,beneficiarios,tiquete_medio,ativo_total,ativo_circ,ativo_nao,aplicacoes,conta_corrente_cooperados,contraprestacao_a_receber,contraprestacoes_efetivas1,contraprestacoes_efetivas2,contraprestacoes_liquidas,contribuicao_social,creditos_n_opas,creditos_opas,debitos_diversos,debitos_n_opas,debitos_opas,despesas,despesas_adm,despesas_comercializacao,despesas_de_comercializacao_diferidas,despesas_emp,despesas_financeiras,despesas_patrimoniais,disponível,emprestimos_a_pagar,exigivel_a_longo_prazo,imobilizado,imposto_renda,impostos_diferidos,impostos_participacoes_lucro,intangível,investimentos,neg_recuperacao_outras_despesas_operacionais1,operadoras_pas,outras_despesas,outras_despesas_operacionais1,outras_receitas_operacionais1,outros_creditos_opas1,outros_creditos_opas2,outros_valores_e_bens1,outros_valores_e_bens2,outros_valores_e_bens3,participacoes_resultados,passivo_circ,passivo_nao,passivo_total,patrimonio_liquido,prov_contigencias,prov_opas_lp1,prov_perdas_creditos,prov_tecnicas_opas,provisoes,realizável a longo prazo,receita_adm_pas,receita_sus,receitas,receitas_financeiras,receitas_patrimoniais,resultado_acumulado,sinistros_conhecidos,sinistros_indenizaveis_liquidos,taxas_a_receber,titulos_a_receber,tributos_a_recolher,tributos_diretos_opas,variacao_das_prov_tec,variacao_peona,ativo_nivel,receitas_nivel,despesas_emp_nivel,modalidade
345598,unimed amparo cooperativa de traba,0.02617353385667387,0.09938972787035102,1.7227442677316305,0.5555674163121994,0.5532824437272214,0.15201661329328126,0.015192930458063313,0.310630386033479,0.8727722912334158,,0.1604737374719307,,,38.4409230209308,1.7999615719688875,1.2459632901462405,38881,2233.1963159383763,50.4,34.75,15.66,21.36,0.41,9.27,88.59,-1.76,88.65,0.28,0.59,9.27,3.05,1.12,0.01,107.54,13.93,,,3.92,0.42,,0.15,0.46,0.12,12.05,0.74,,1.17,0.25,1.4,,0.0,16.36,0.3,0.16,,,2.33,0.13,0.0,0.15,27.89,9.24,50.4,13.27,,0.12,0.74,21.19,0.28,1.96,,18.51,110.03,,4.1,,74.51,75.78,,0.91,1.36,-1.76,-0.05,1.28,n4,n5,n3,Cooperativa Médica
345709,unimed conselheiro lafaiete cooper,0.08628865215607415,0.33037304343739105,2.1261967532693378,0.5427764114219601,0.5188812467590921,0.18191614858342336,0.04058356877057251,0.40044724961585654,0.8273419012419432,0.010067000586354945,0.10470169339866801,0.9421105952269662,0.961167244802642,13.827131138880603,1.842379254065611,1.1554719969721816,22365,2753.8853592667115,28.97,17.37,11.6,10.63,,1.26,63.09,-1.5,63.09,0.2,3.47,2.37,1.13,1.45,1.1,75.38,6.45,0.62,,1.99,0.82,0.03,0.06,0.93,0.69,4.42,0.54,,0.75,0.55,0.56,,,14.68,1.51,0.05,0.01,1.1,0.7,0.01,,,15.03,6.37,28.97,7.57,,0.69,0.31,9.25,,6.07,,15.25,78.62,-0.4,2.1,,51.34,50.96,,0.11,1.18,-1.5,,-0.38,n3,n4,n2,Cooperativa Médica
345741,irmandade santa casa de misericórd,,,,,0.2627801653435425,,,0.8017036010822935,,,,,,,,0.7383475946247251,3377,,50.63,10.04,40.59,1.76,,0.8,7.19,,7.19,,4.77,0.8,5.55,1.89,0.23,63.48,1.07,0.0,,0.57,2.57,,1.75,3.23,,40.18,,,,,,,,53.98,0.0,0.0,,,0.96,,,,13.6,26.95,51.75,11.2,,,0.38,1.85,,0.42,,54.98,62.36,,0.19,,5.06,5.48,,,0.86,,0.0,0.42,n4,n4,n1,Filantropia
345776,unimed de birigui - cooperativa de,,,1.4777561401268429,0.49281101707125874,0.4926935382598131,0.22001251768216093,,0.3818149419993756,0.8041530387294126,0.005164954793646582,0.1717016318107655,0.9810196253338246,,49.36617776973476,2.029175414833316,1.2547050245149263,20066,1973.691275291538,26.8,16.57,10.23,3.74,0.0,5.1,40.22,-0.62,40.22,,1.47,5.43,2.76,0.03,0.0,61.33,6.8,0.2,0.01,1.23,0.52,,0.15,0.34,0.0,5.1,,,,0.43,0.5,,,19.84,1.76,0.01,0.33,,2.73,0.05,0.54,,13.2,6.32,26.8,7.28,,0.0,0.37,7.74,0.66,4.21,,20.79,61.35,,0.7,,31.49,31.85,,2.44,1.67,-0.62,-0.0,0.36,n3,n4,n2,Cooperativa Médica
346209,unimed extremo sul cooperativa de ,0.01735134896455218,0.058853731166680974,2.078408690665436,0.5788731255126365,0.5737442275025841,0.20378266606953263,0.008348381645285013,0.22448654799046203,0.6596495004334656,0.011039627626979963,0.20387596900165567,0.8745650970621012,,39.08967501497844,1.7274942572509708,1.351671031855471,22751,2390.425549646169,26.17,20.29,5.87,11.22,0.36,5.91,55.96,-1.58,55.96,0.13,1.76,5.91,1.14,1.27,,58.76,11.09,0.6,,3.4,1.93,,0.84,0.0,0.13,4.83,0.34,,0.47,,1.04,-1.98,,10.33,0.47,0.0,,,0.3,0.07,,,15.01,3.44,26.17,7.71,,0.13,0.46,10.86,,0.0,0.0,2.9,59.69,,2.33,,35.25,35.87,,0.2,1.38,-1.58,,0.63,n3,n4,n3,Cooperativa Médica
346276,unimed salto/itu -  cooperativa mé,0.06040101360109351,0.2196973565723245,1.961575723063064,0.43472225376871027,0.4282548081849488,0.1855481936196036,0.03079208867184356,0.5715738808012572,0.870021398035789,0.007768875496828041,0.12880276744169622,1.0065930409743133,1.0450038951019625,3.1087212064560927,2.300319321890616,1.0004000212268953,54090,2261.5161758180807,62.36,26.72,35.64,15.06,0.05,0.84,123.57,-1.24,123.68,0.04,2.7,1.06,6.5,1.5,0.3,154.67,15.76,0.95,,4.8,3.15,,0.65,2.14,0.4,14.55,0.07,,0.49,0.26,1.95,,0.0,27.0,0.23,0.09,0.1,0.11,1.61,0.04,4.54,0.38,26.71,18.51,62.36,17.14,1.11,0.4,0.05,11.61,,18.89,,33.8,158.93,-1.35,3.93,,105.98,106.43,,1.07,4.61,-1.24,-0.11,0.45,n4,n5,n3,Cooperativa Médica
346471,samp minas assistência médica ltda,,,2.5226989374026516,0.6818144365272795,0.652938289000425,,,0.27670642389174277,0.7300827400467002,0.04454745406309872,0.27087553377956225,1.0455057278893614,,11.703895330516858,1.4666747232477966,1.1077518171212446,19126,1827.8404716093276,13.86,10.02,3.83,5.49,,0.96,35.66,-0.7,35.66,,2.91,1.14,0.33,0.01,0.06,37.53,9.47,1.56,,1.58,0.37,,0.3,0.38,0.4,0.64,,,,,3.09,,,,0.23,0.0,0.17,,0.01,0.0,,,9.05,0.98,13.86,3.83,,0.4,0.38,4.93,,0.11,,0.0,35.83,,0.86,,25.34,25.52,,0.18,3.33,-0.7,,0.19,n3,n4,n2,Medicina de Grupo
346659,caixa de assistência dos funcionár,,,2.243669845998155,,0.6394073683363752,,,0.3004552231258712,1.0292369570323776,,0.08090419022651237,,,2.2305532033989754,,1.0940517915741579,684794,5370.027552709283,1638.99,1146.55,492.44,1016.13,,12.12,3693.38,-16.02,3693.38,,46.65,22.78,38.61,4.36,2.27,4228.06,297.51,,,93.27,50.88,0.02,1.79,0.0,,22.49,,,,11.22,51.17,,,,83.57,28.17,10.67,,11.11,3.96,,,1047.99,100.6,1638.99,490.41,,,11.2,909.71,62.89,407.57,,161.86,4068.68,,193.08,,3777.16,3784.88,,44.12,30.14,-16.02,,7.72,n4,n6,n5,Autogestão
346870,porto alegre clínicas ltda.       ,,,1.240001087956166,0.6778786864415284,0.6411915041259908,0.35332065986170696,,0.3939929210766138,0.6391543003211582,,0.34834951473950626,,,52.5115183250894,1.4751902073355079,0.9451264950078141,15012,1356.5275279776179,16.42,9.95,6.47,3.13,,2.29,21.36,-1.0,21.36,,0.49,2.97,2.02,,,22.95,7.09,,,2.2,1.54,0.0,0.07,0.64,0.6,2.09,,,,0.05,0.86,,,1.17,0.09,0.1,0.68,,2.44,,,,10.53,4.0,16.42,1.89,,0.6,0.04,4.06,,3.48,,1.02,22.58,-0.02,1.11,-0.03,12.92,13.02,,0.86,3.81,-1.0,,0.1,n3,n4,n3,Medicina de Grupo
346926,fundação assistencial dos servidor,,,,,0.8385567155946856,,,0.22029234602521186,,,,,,,,0.9881211991475796,77960,,229.79,179.17,50.62,141.66,,31.18,706.52,,706.52,,0.46,32.56,7.46,,0.06,740.57,96.03,0.07,,43.85,5.11,0.18,1.34,,,32.81,,,,3.04,10.03,,,,,,0.14,1.24,3.0,0.14,,,181.32,6.93,216.23,27.98,,,15.0,156.88,,4.74,,25.95,754.13,,19.99,,616.43,624.17,,,16.92,,,7.74,n4,n5,n5,Autogestão
346951,unimed caçador cooperativa de trab,0.13145353454062286,0.30846371577222403,2.105570168768666,,0.3465356682218618,0.21655448971168886,0.062431324536430285,0.2525740508211848,0.772228034391981,0.007183756606120001,0.1477791440036371,0.927190935001738,0.9361526460296711,18.502396282197275,,2.1568514231565112,10817,2113.302458167699,10.86,8.11,2.74,6.01,0.0,1.08,23.29,-0.43,23.29,0.08,0.33,1.17,0.38,0.33,,26.86,3.38,0.16,,0.98,0.17,0.02,0.01,,,2.26,0.21,,0.29,0.07,0.3,,,5.29,0.05,0.0,0.09,,0.14,0.01,0.0,,3.76,2.47,10.86,4.63,,,0.13,2.85,,0.11,,5.03,28.58,-0.05,0.68,,17.5,17.65,,0.42,0.2,-0.43,,0.16,n3,n4,n1,Cooperativa Médica
347108,unimed de barretos cooperativa de ,0.06496987965040242,0.2843591968888324,1.7731129590966261,0.4772025259812295,0.38694824146311646,0.21586205505544034,0.036641703686776717,0.49409173061847866,0.6501226400466263,0.015895265225302792,0.152876609300217,0.8188945145721461,,6.925807547341088,2.0955463258367883,1.3074313698095565,16073,2064.523631556026,18.71,9.47,9.25,5.8,0.04,0.64,33.76,-0.58,33.76,0.06,0.25,0.64,0.64,,0.0,42.7,5.07,0.53,,1.71,0.46,,0.04,0.0,1.69,2.05,0.14,,0.2,0.01,0.33,,0.0,14.61,,,,,1.65,,0.2,,7.24,7.2,18.71,4.28,,1.69,0.45,5.87,,6.86,,10.16,44.12,,0.76,,21.46,21.57,,0.88,0.69,-0.58,,0.11,n3,n4,n2,Cooperativa Médica
347230,unimed ilheus cooperativa de traba,,,,0.7467093199107061,0.7358965911074975,,,0.10093799809227814,,,,,,,1.3392092121196282,1.2217232866300771,11566,,15.37,13.82,1.55,6.9,,5.53,34.5,,34.5,,0.65,5.53,0.67,1.56,0.0,50.77,4.05,0.09,,1.4,0.73,0.54,0.4,0.67,0.17,0.6,,,,0.01,0.57,-0.36,,21.83,1.33,0.52,,,0.01,,,,11.31,0.33,15.37,3.73,,0.17,0.42,7.8,,0.37,,15.77,51.99,-0.03,1.19,,22.1,22.14,,0.33,0.61,,0.0,0.04,n3,n4,n2,Cooperativa Médica
347361,unimed federação interfederativa d,,,0.39961856004559815,,2.048187153450706,0.4050063519775808,,0.03646946593453864,1.2772840116295374,0.082346493410975,0.6998001517287318,2.0594306567692446,,8.82640917954248,,0.350795378199821,4,6086846.4975000005,60.93,58.7,2.22,10.31,,0.6,24.94,-0.6,24.94,,46.85,0.6,24.21,21.65,0.1,323.21,17.04,2.0,,2.86,2.89,,0.22,4.43,,1.26,,,,0.0,0.28,-1.0,,259.49,1.64,,,,0.73,,,,167.35,105.33,81.71,-190.97,1.09,,8.96,90.62,,0.69,,276.1,302.43,,1.95,,32.55,31.1,,0.0,26.33,-0.6,,-1.45,n4,n5,n3,Cooperativa Médica
347507,unimed ji paraná cooperativa de tr,,,3.4842618993296997,0.521599965120588,0.521046008593331,0.1226005614667005,,0.08471572550278698,0.8761377365284279,0.0060598378890481,0.08214478136496962,0.9643423557824455,,49.57358879541069,1.9171780423121987,1.7566285114978772,42699,3055.4306487271365,37.44,34.27,3.17,11.93,0.23,17.53,131.51,-1.04,125.05,,2.79,17.97,1.74,1.34,0.09,131.37,10.72,0.79,,3.63,2.0,,0.05,2.03,0.02,1.84,,,,0.16,0.64,,,1.75,1.24,0.94,0.43,,1.36,,0.02,,19.51,5.79,37.44,12.14,0.37,0.02,0.19,13.43,,0.54,6.42,1.59,136.08,,3.04,,113.26,114.3,,0.16,0.66,-1.04,0.04,1.04,n3,n5,n3,Cooperativa Médica
347591,gamec - grupo de assistência medic,0.003708785566235206,0.03952186071571213,2.0659310137733917,0.7468321808432328,0.6772338924696859,,0.0017952126869237347,0.2316218565142312,0.9974515863972983,0.0024270475617695505,0.04750373445590643,1.0473823684149741,,44.619547738206016,1.3389888995823944,1.138806711070731,8301,3615.0336357065416,14.53,11.16,3.36,5.0,,3.72,30.55,-0.54,30.55,0.02,,3.72,0.19,,0.0,31.7,1.43,0.07,,0.39,0.26,,0.0,0.04,1.05,0.82,0.04,,0.06,,,,,,0.01,1.2,,,1.31,,,,9.8,3.31,14.47,1.36,0.01,1.05,0.0,7.84,,2.55,,,31.81,,0.6,,29.29,29.93,,1.13,1.73,-0.54,,0.64,n3,n4,n1,Medicina de Grupo
347655,irmandade da santa casa de miseric,,,,0.4649832013231719,0.4627973224863282,,,0.46952001146631983,,,,,,,2.1506153279395175,1.146246883373772,32548,,51.31,27.22,24.09,13.62,,2.4,59.69,,59.69,,3.87,2.56,11.47,2.71,1.38,113.57,2.58,1.17,,0.57,0.63,0.02,0.78,0.68,0.11,23.24,,,,0.05,,,0.0,66.43,0.18,0.26,0.15,0.0,6.37,0.02,,,23.75,2.06,51.31,25.5,,0.11,0.52,6.33,0.0,0.81,,52.94,114.84,,1.96,,41.6,42.05,,0.0,1.17,,,0.45,n4,n5,n1,Filantropia
347736,unimed caratinga - cooperativa de ,0.017104799791794578,0.05305345739038396,2.335784573393929,,0.6607557801634412,0.19556659304485605,0.007322935508106835,0.19133987824304477,0.8539157152120183,0.0013037282264814092,0.13840043388512394,0.9936198773236236,,16.161815942986728,,1.2238411619447795,7934,2816.728575749937,9.57,7.74,1.83,5.8,0.03,0.94,22.56,-0.21,22.56,0.07,0.59,1.0,0.41,0.33,0.03,25.03,3.09,0.03,,0.78,0.35,,0.21,,,0.89,0.16,,0.26,0.01,0.68,,,0.56,0.48,,0.07,,0.03,0.0,,0.03,6.32,0.16,9.57,3.08,0.48,,0.94,5.21,,0.24,,1.67,25.46,,1.34,,18.73,19.08,,0.11,0.32,-0.21,,0.35,n2,n4,n1,Cooperativa Médica
347825,caixa assistencial universitaria d,,,,,0.41595746714573417,,,0.01116759476623508,,,,,,,,2.377244029345239,2851,,7.2,7.12,0.08,6.92,,0.14,18.85,,18.72,,,0.14,0.13,,,18.92,2.84,,,0.88,0.31,,0.0,,,0.06,,,,0.02,,,,,0.34,,0.0,,0.04,0.01,,,2.99,0.22,7.2,3.98,,,0.16,2.69,,0.0,,,19.57,,0.72,,15.2,15.27,,0.0,0.17,,0.13,0.07,n2,n4,n1,Autogestão
348082,unimed anhanguera cooperativa de t,0.10847348959835333,0.2759115562836552,2.0340126747792864,0.44426708735841836,0.428761094066046,0.1777503775209474,0.05332980022365098,0.5449985329873694,0.8738545920518527,0.0008544881986452279,0.1281840898311122,1.0028931700816102,,4.416000040358398,2.2508982286892585,1.061200452442503,42674,2617.592585415007,54.92,24.99,29.93,13.02,0.07,1.02,112.68,-0.98,112.75,0.02,2.27,1.37,6.79,1.37,0.0,141.57,14.32,0.1,,4.5,2.66,0.07,1.85,2.2,0.85,19.43,0.04,,0.43,1.45,2.81,,0.0,25.76,,0.06,0.35,,3.2,0.02,0.01,0.37,23.55,9.78,54.92,21.59,,0.85,1.06,11.2,,6.24,,31.53,147.96,,4.06,,97.9,97.61,,3.25,1.92,-0.98,-0.07,-0.29,n4,n5,n3,Cooperativa Médica
348180,santa rita saude s/a.             ,0.17978287275350674,0.6035524444797531,2.0541430888228938,,0.6167203048917439,0.3452813664089271,0.08752207854056043,0.2315207588074414,0.65737851452868,0.017815496353597474,0.1795893925758104,0.854783403458088,0.8682598617540189,43.17865297653394,,1.2460741686256847,56862,1949.2372549329955,53.96,41.47,12.49,24.33,,13.29,114.13,-3.3,114.13,1.69,2.09,13.29,5.98,0.02,0.0,102.7,19.91,1.97,,2.29,1.52,2.01,0.23,0.53,,2.99,4.68,-0.13,6.24,0.02,2.21,,,3.96,0.0,0.01,,,1.01,0.03,,,33.28,4.61,53.96,16.07,1.1,,-0.63,24.95,,7.27,,4.25,118.64,-0.2,3.4,,73.91,72.86,,0.48,1.79,-3.3,,-1.04,n4,n5,n3,Medicina de Grupo
348244,unimed de brusque cooperativa de t,0.10751379990809166,0.17075069628972434,1.1929464965764454,,0.22359176574690295,0.2349585500204473,0.09012457827458153,0.2979079036513391,0.7717697994103625,0.008174300653608258,0.128154610451253,0.9080987105152238,0.9525782949021285,3.452316368976191,,3.1400623990035545,17091,3564.532544029021,51.07,35.85,15.21,32.26,0.07,0.58,61.9,-0.98,61.9,0.38,0.5,0.58,1.65,0.49,,63.16,7.81,0.5,,2.25,2.01,0.01,0.31,,,12.8,1.04,,1.43,0.16,1.13,,,5.39,-0.22,,,,0.98,0.01,0.17,,11.42,7.49,51.07,32.16,0.23,,0.41,8.26,,1.13,,5.8,70.08,-0.84,4.1,,46.61,47.02,,1.04,0.95,-0.98,,0.4,n4,n4,n3,Cooperativa Médica
348261,unimed alto são francisco cooperat,0.16506658446742595,0.25095480097137085,0.8270555987025692,0.1805547476251967,0.16740894603563433,0.31218427563602885,0.19958341945374847,0.38200397801953817,0.7119987138313063,0.0028960976170675583,0.1417743668045609,0.8566691782529348,0.8584780963264826,20.242161323313113,5.538486321477644,3.691535229239878,17232,1818.3463057103063,37.89,23.41,14.47,20.92,0.01,1.71,32.17,-0.84,32.19,0.27,0.04,1.76,0.44,0.85,0.01,27.81,4.44,0.09,,1.34,0.01,0.0,0.33,,0.5,1.84,0.74,,1.01,0.08,6.65,,,0.29,0.32,0.07,0.05,,0.33,0.0,0.01,,6.34,6.62,37.89,24.92,,0.5,0.34,4.41,,5.89,,1.05,35.07,-0.05,2.59,,21.9,22.31,,0.01,0.63,-0.84,-0.02,0.41,n3,n4,n2,Cooperativa Médica
348295,unimed sorocaba cooperativa de tra,,,1.004983635164092,,0.2921361798043471,0.33524185462990896,,0.4974555940179313,0.8125717053642009,0.0037505188250334595,0.19214474693388342,1.0084669711231178,1.0575705692019057,14.286751195836018,,1.7202402191972208,78043,3233.4090937047526,251.09,126.19,124.91,93.37,0.13,10.01,264.97,-12.63,264.97,,6.62,10.01,25.88,5.5,0.0,467.18,48.49,0.95,,20.55,2.23,0.1,0.71,,,106.65,,,,2.47,12.93,,,201.2,8.39,0.11,,,11.7,0.09,0.28,,73.35,73.25,251.09,104.49,,,0.78,23.74,2.94,2.86,,238.5,492.11,-9.48,10.16,,203.6,205.05,,3.41,15.15,-12.63,,1.44,n4,n5,n5,Cooperativa Médica
348406,unimed do rio grande do norte - fe,0.08193882744163965,0.3151994259447451,2.848986743840912,0.7294894900434985,0.7200725319916281,0.14305179021854963,0.028760691013666267,0.2771568185091589,0.8784862661019475,0.035729390310290154,0.08560214597881975,0.9998178023910573,,12.937927092195501,1.3708216686444261,1.0038477366877885,41112,2353.700145213076,33.96,24.55,9.41,13.56,,3.48,97.37,-0.61,97.3,0.12,2.18,3.48,1.01,,,99.89,8.28,3.46,2.6,2.57,0.5,,0.48,0.0,0.32,0.6,0.3,,0.42,6.97,1.8,,,0.55,0.83,1.57,,,0.02,,0.69,,24.46,0.68,33.96,8.83,,0.32,1.27,21.52,0.0,0.05,,2.64,103.1,,2.08,,82.76,85.01,,1.54,1.93,-0.61,0.07,2.24,n3,n5,n3,Cooperativa Médica
348520,medisanitas brasil assistência int,-0.06017707227354652,-0.19237938731210746,1.9314061778338083,0.615864404654412,0.5028133871392533,0.15261332707986314,-0.031157129434596108,0.3394075638410946,0.8459875027979047,0.04673209140891934,0.11870891971813886,1.011428513924963,,9.293116868897243,1.6237340434720253,1.3137924587038798,336699,1159.5083838977841,202.14,133.53,68.61,108.17,,8.64,395.31,-4.91,395.71,0.4,0.0,10.08,3.9,,5.33,419.04,46.34,18.24,,14.59,3.95,4.72,4.77,,22.85,9.95,1.1,,1.5,0.55,32.31,,,0.55,2.9,0.1,1.44,,5.21,0.09,,,101.64,37.27,202.14,63.23,,22.85,12.06,86.94,0.0,25.8,,0.0,408.38,,17.59,,332.46,330.28,,5.2,5.47,-4.91,-0.39,-2.18,n4,n5,n5,Medicina de Grupo
348805,promed assistencia medica ltda    ,0.008445368422001213,0.024447409485992323,2.673519403585567,0.5467024641193803,0.43390812223063013,,0.0031588955033110223,0.3833758891757914,0.8510214703896588,0.027434284933984664,0.15177554886981065,1.030231304193454,1.0402736926133336,1.3154694918031011,1.8291485142851593,1.4210937275252515,96095,2048.019232738436,73.61,45.39,28.22,43.12,,0.52,197.82,-1.02,197.82,0.36,,0.72,2.3,,0.39,211.84,29.87,5.4,,5.85,1.5,,0.53,1.77,8.3,6.99,0.96,,1.31,0.07,18.58,,,,6.31,8.66,0.2,,0.07,,,,31.94,16.24,73.61,25.43,1.28,8.3,0.0,25.69,,2.59,,,213.78,-0.4,6.55,,166.44,167.48,,0.95,1.79,-1.02,,1.05,n4,n5,n4,Medicina de Grupo
348830,plena saúde ltda                  ,0.08322139247436168,0.24689515506001097,2.5163369985810657,,0.6438983921597234,,0.0330724352585879,0.29890235983074387,0.8065135616230502,0.03181843631561624,0.14516508425922478,0.9834970821978913,,21.79226835377417,,1.0888327237744428,52552,1404.5849145608158,29.33,20.57,8.77,14.84,,4.47,75.88,-2.07,75.88,0.28,,4.47,1.42,,0.01,74.45,10.72,2.35,,2.04,0.79,0.0,0.2,0.0,,3.4,0.77,-1.29,-0.24,0.18,,-0.02,,,0.03,,,,0.35,0.01,,,18.89,0.56,29.33,9.89,,,1.05,16.3,,5.19,,,76.65,,2.84,,58.8,59.53,,0.7,1.15,-2.07,,0.73,n3,n4,n3,Medicina de Grupo
349194,smv serviços médicos ltda         ,0.10479713215739167,0.2540350476306721,1.417289825231142,0.5713524275307952,0.4540383674968194,0.1925516751560184,0.07394192090548633,0.15300529612841385,0.8161656864771656,0.016712103258398645,0.14742895989530072,0.980306749630865,,12.768319929386669,1.7502332217641645,1.8654694503929106,38170,622.2183874770761,16.76,14.19,2.56,12.79,,0.61,24.21,-0.46,24.21,0.31,,0.84,0.31,0.0,0.0,24.02,3.5,0.4,,1.09,0.2,0.0,0.52,,1.97,0.15,0.83,,1.13,0.01,0.0,-0.65,,0.0,1.09,0.41,0.21,0.03,0.04,,,,7.61,2.24,16.76,6.91,,1.97,0.1,6.94,,2.4,,0.21,26.91,,2.54,,18.98,19.38,,0.01,0.35,-0.46,,0.41,n3,n4,n2,Medicina de Grupo
349534,unimed sete lagoas cooperativa tra,0.07295307319664275,0.21424189732855517,2.2634329484820315,0.5397147976565702,0.487518239404298,0.2907447814902272,0.032231161627990196,0.3093440109979139,0.6965130160192184,0.004794070958078006,0.162492959112064,0.8638000460893603,,18.217495756566,1.8528304288523831,1.4166772300581072,45737,1587.9958936965695,32.09,22.16,9.93,12.08,0.13,3.01,73.97,-1.34,74.07,0.09,2.31,3.68,1.48,1.77,1.25,74.78,11.8,0.35,,3.63,0.54,3.12,1.06,,1.67,2.89,0.23,,0.33,1.02,2.04,,0.0,3.6,2.05,0.09,0.67,,1.6,0.01,,,15.64,5.52,32.09,10.93,1.59,1.67,1.14,10.0,,3.98,,2.68,77.45,,1.84,,51.37,50.59,,1.43,1.01,-1.34,-0.09,-0.78,n3,n4,n3,Cooperativa Médica
349682,doctor clin operadora de planos de,0.10219510794307449,0.31909050142164785,2.320217931774088,0.5744183705256743,0.5387922386769389,0.15365484299928958,0.04404547803185623,0.5009452953969992,0.8724582067682285,0.009226794338514541,0.09870565182042365,0.9803906529271667,0.9973951751743861,11.697610414177758,1.7408913978236074,0.9262470183840849,83043,1394.7310412677768,49.92,24.91,25.01,18.87,,3.45,117.75,-1.92,117.75,0.58,0.0,3.76,1.13,,,118.49,11.43,1.07,,3.2,1.86,0.33,0.06,2.29,1.78,8.74,1.58,,2.16,0.21,8.86,,0.0,0.13,1.68,1.49,0.31,,0.16,0.03,,,26.9,7.04,49.92,15.99,,1.78,0.94,22.33,,7.2,,3.16,125.76,-0.11,4.14,,99.65,101.05,,2.03,1.16,-1.92,,1.4,n3,n5,n3,Medicina de Grupo
349712,unimed ponta grossa cooperativa de,0.08739768165307345,0.18835566010105564,1.2978784598967184,0.42051651953319263,0.41604160115069877,0.23156645749237592,0.06733887983627398,0.3820515212583828,0.7820992089332227,0.005181744261825005,0.13586802716766969,0.9231489803627174,0.9593581260283348,40.74627325883754,2.3780278622825115,1.4853045393356794,69919,1981.3467575337177,106.74,65.96,40.78,39.66,0.31,13.84,140.06,-1.53,140.06,0.54,6.54,15.68,4.25,3.66,1.43,165.14,18.82,0.72,,7.04,2.49,0.01,0.37,0.23,0.48,33.41,1.41,,1.95,0.53,5.9,,,31.04,3.36,0.91,1.84,0.0,3.08,0.17,0.3,,44.41,12.8,106.74,49.53,,0.48,0.35,28.76,,0.95,,32.93,176.41,-2.74,5.74,,107.24,108.35,,0.16,5.77,-1.53,0.0,1.11,n4,n5,n4,Cooperativa Médica
349755,smedsj - serviços médicos são jose,0.07633928070597759,0.1587238581497834,3.4281129996527637,0.48461371119391194,0.4692001868441046,,0.022268601039029362,0.27531408624727743,0.8282307018502514,0.0073193422005310566,0.10732321932927345,0.942873263380056,,14.331270452958224,2.063499188944456,1.5445132676247315,18248,2279.41134480491,12.13,8.79,3.34,4.83,,1.66,42.16,-0.57,41.8,0.12,,1.66,0.51,,,41.08,4.46,0.3,,0.95,0.33,,0.15,,0.19,0.77,0.31,,0.43,0.23,,,,,1.63,,,,1.73,,,,5.69,0.6,12.13,5.84,,0.19,-0.1,4.86,,2.34,,0.07,42.44,,0.77,,34.42,34.45,,0.42,0.32,-0.57,0.36,0.03,n3,n4,n1,Medicina de Grupo
350141,paraná clínicas - planos de saúde ,0.058938573300277575,0.1875849769724886,2.0711548262410657,0.585504326797075,0.5854766522586696,0.1982279548494014,0.028456865007646513,0.26952645634362077,0.826833375869268,0.0038532288600365474,0.1629190710341802,0.9936056757634846,,27.164674333071723,1.7079293085165903,1.2476561462157991,84099,1708.0746138479647,69.36,50.66,18.69,36.57,,10.84,146.15,-2.5,146.16,0.81,,10.84,2.76,0.0,1.28,145.78,23.4,0.55,,5.83,2.71,,1.99,0.31,0.0,9.75,2.17,,2.98,0.27,0.0,,,0.0,,0.25,,0.0,1.08,0.0,,,40.61,6.96,69.36,21.79,,0.0,0.34,34.47,0.14,8.67,,3.6,152.85,,5.32,,118.77,118.77,,0.18,1.66,-2.5,-0.0,0.0,n4,n5,n4,Medicina de Grupo
350249,h.b. saúde s/a.                   ,0.09797308855953325,0.2446398590809969,2.520785714310853,,0.5516538318056879,0.1682315661405314,0.03886609163298821,0.16233322304847336,0.7838768127393598,0.006812190941550711,0.08872751967023738,0.879416523351148,,13.306244758834085,,1.5184645309353757,106813,1830.6162764831997,77.57,64.98,12.59,55.41,,6.21,199.89,-4.35,198.78,1.28,,7.23,1.85,,3.15,194.21,17.35,1.33,,5.27,0.44,0.85,1.5,,,3.65,3.54,,4.82,0.35,7.19,,,11.19,6.33,0.13,1.02,,0.61,0.0,,,42.79,3.71,77.57,31.06,0.02,,3.43,35.35,1.3,1.41,,1.83,206.63,,9.04,-0.03,151.49,153.27,,0.23,1.14,-4.35,1.11,1.78,n4,n5,n4,Medicina de Grupo
