,dia,horario,transacao,item,valor
24/12/2016 10:22:32,sabado,10:22:32,3783,Tea,1.5
24/12/2016 10:22:32,sabado,10:22:32,3783,Pastry,3.0
24/12/2016 10:22:32,sabado,10:22:32,3783,Scone,2.5
24/12/2016 10:26:36,sabado,10:26:36,3784,Cake,4.0
24/12/2016 10:27:54,sabado,10:27:54,3785,Coffee,1.5
24/12/2016 10:27:54,sabado,10:27:54,3785,Hot chocolate,2.5
24/12/2016 10:27:54,sabado,10:27:54,3785,Crisps,2.0
24/12/2016 10:36:24,sabado,10:36:24,3786,Coffee,1.5
24/12/2016 10:36:24,sabado,10:36:24,3786,Hot chocolate,2.5
24/12/2016 10:45:30,sabado,10:45:30,3787,Bread,2.0
24/12/2016 10:45:30,sabado,10:45:30,3787,Hot chocolate,2.5
24/12/2016 10:45:30,sabado,10:45:30,3787,Pastry,3.0
24/12/2016 10:48:08,sabado,10:48:08,3788,Scone,2.5
24/12/2016 10:48:08,sabado,10:48:08,3788,Frittata,6.0
24/12/2016 10:52:59,sabado,10:52:59,3789,Bread,2.0
24/12/2016 10:54:27,sabado,10:54:27,3790,Pastry,3.0
24/12/2016 10:58:18,sabado,10:58:18,3791,Hot chocolate,2.5
24/12/2016 11:02:16,sabado,11:02:16,3792,Bread,2.0
24/12/2016 11:02:40,sabado,11:02:40,3793,Coffee,1.5
24/12/2016 11:06:16,sabado,11:06:16,3794,Bread,2.0
24/12/2016 11:10:16,sabado,11:10:16,3795,Bread,2.0
24/12/2016 11:10:16,sabado,11:10:16,3795,Toast,3.7
24/12/2016 11:21:11,sabado,11:21:11,3796,Tea,1.5
24/12/2016 11:21:11,sabado,11:21:11,3796,Coke,1.25
24/12/2016 11:21:11,sabado,11:21:11,3796,Juice,3.75
24/12/2016 11:22:47,sabado,11:22:47,3797,Coffee,1.5
24/12/2016 11:22:47,sabado,11:22:47,3797,Hot chocolate,2.5
24/12/2016 11:22:47,sabado,11:22:47,3797,Sandwich,6.0
24/12/2016 11:23:52,sabado,11:23:52,3798,Farm House,2.0
24/12/2016 11:26:54,sabado,11:26:54,3799,Hot chocolate,2.5
24/12/2016 11:26:54,sabado,11:26:54,3799,Coffee,1.5
24/12/2016 11:26:54,sabado,11:26:54,3799,Coffee,1.5
24/12/2016 11:26:54,sabado,11:26:54,3799,Tea,1.5
24/12/2016 11:26:54,sabado,11:26:54,3799,Cake,4.0
24/12/2016 11:26:54,sabado,11:26:54,3799,Cake,4.0
24/12/2016 11:26:54,sabado,11:26:54,3799,Medialuna,3.0
24/12/2016 11:26:54,sabado,11:26:54,3799,Pastry,3.0
24/12/2016 11:26:54,sabado,11:26:54,3799,Farm House,2.0
24/12/2016 11:31:29,sabado,11:31:29,3800,Coffee,1.5
24/12/2016 11:38:33,sabado,11:38:33,3801,Pastry,3.0
24/12/2016 11:38:33,sabado,11:38:33,3801,Fudge,2.2
24/12/2016 11:38:33,sabado,11:38:33,3801,Jam,2.0
24/12/2016 11:38:33,sabado,11:38:33,3801,Jam,2.0
24/12/2016 11:41:15,sabado,11:41:15,3802,Bread,2.0
24/12/2016 11:41:15,sabado,11:41:15,3802,Farm House,2.0
24/12/2016 11:41:15,sabado,11:41:15,3802,Coke,1.25
24/12/2016 11:42:15,sabado,11:42:15,3803,Hot chocolate,2.5
24/12/2016 11:42:15,sabado,11:42:15,3803,Coffee,1.5
24/12/2016 11:42:15,sabado,11:42:15,3803,Pastry,3.0
24/12/2016 11:43:51,sabado,11:43:51,3804,Focaccia,3.1
24/12/2016 11:43:51,sabado,11:43:51,3804,Medialuna,3.0
24/12/2016 11:44:16,sabado,11:44:16,3805,Coffee,1.5
24/12/2016 11:47:47,sabado,11:47:47,3806,Coffee,1.5
24/12/2016 11:47:47,sabado,11:47:47,3806,Coffee,1.5
24/12/2016 11:47:47,sabado,11:47:47,3806,Cake,4.0
24/12/2016 11:52:59,sabado,11:52:59,3807,Art Tray,6.4
24/12/2016 11:52:59,sabado,11:52:59,3807,Toast,3.7
24/12/2016 11:52:59,sabado,11:52:59,3807,Sandwich,6.0
24/12/2016 11:52:59,sabado,11:52:59,3807,Hot chocolate,2.5
24/12/2016 11:52:59,sabado,11:52:59,3807,Hot chocolate,2.5
24/12/2016 11:52:59,sabado,11:52:59,3807,Juice,3.75
24/12/2016 11:57:06,sabado,11:57:06,3808,Scone,2.5
24/12/2016 11:59:44,sabado,11:59:44,3809,Bread,2.0
24/12/2016 12:02:49,sabado,12:02:49,3810,Scandinavian,3.0
24/12/2016 12:08:17,sabado,12:08:17,3811,Bread,2.0
24/12/2016 12:10:42,sabado,12:10:42,3812,Scone,2.5
24/12/2016 12:19:45,sabado,12:19:45,3813,Medialuna,3.0
24/12/2016 12:19:45,sabado,12:19:45,3813,Tea,1.5
24/12/2016 12:19:45,sabado,12:19:45,3813,Coffee,1.5
24/12/2016 12:19:45,sabado,12:19:45,3813,Coffee,1.5
24/12/2016 12:37:30,sabado,12:37:30,3814,Hot chocolate,2.5
24/12/2016 12:37:30,sabado,12:37:30,3814,Hot chocolate,2.5
24/12/2016 12:37:30,sabado,12:37:30,3814,Coffee,1.5
24/12/2016 12:37:30,sabado,12:37:30,3814,Cookies,1.5
24/12/2016 12:37:30,sabado,12:37:30,3814,Medialuna,3.0
24/12/2016 12:38:01,sabado,12:38:01,3815,Cookies,1.5
24/12/2016 12:39:21,sabado,12:39:21,3816,Tea,1.5
24/12/2016 12:39:21,sabado,12:39:21,3816,Coke,1.25
24/12/2016 12:39:21,sabado,12:39:21,3816,Frittata,6.0
24/12/2016 12:39:21,sabado,12:39:21,3816,Sandwich,6.0
24/12/2016 12:42:32,sabado,12:42:32,3817,Coffee,1.5
24/12/2016 12:46:05,sabado,12:46:05,3818,Cookies,1.5
24/12/2016 12:49:06,sabado,12:49:06,3819,Medialuna,3.0
24/12/2016 12:53:59,sabado,12:53:59,3820,Bread,2.0
24/12/2016 12:56:35,sabado,12:56:35,3821,Coffee,1.5
24/12/2016 12:56:35,sabado,12:56:35,3821,Sandwich,6.0
24/12/2016 12:57:39,sabado,12:57:39,3822,Bread,2.0
24/12/2016 12:57:39,sabado,12:57:39,3822,Coffee,1.5
24/12/2016 12:57:39,sabado,12:57:39,3822,Sandwich,6.0
24/12/2016 13:04:18,sabado,13:04:18,3823,Cake,4.0
24/12/2016 13:07:43,sabado,13:07:43,3824,Coffee,1.5
24/12/2016 13:12:07,sabado,13:12:07,3825,Coffee,1.5
24/12/2016 13:12:58,sabado,13:12:58,3826,Coffee,1.5
24/12/2016 13:12:58,sabado,13:12:58,3826,Sandwich,6.0
24/12/2016 13:17:21,sabado,13:17:21,3827,Fudge,2.2
24/12/2016 13:17:21,sabado,13:17:21,3827,Jam,2.0
24/12/2016 13:17:21,sabado,13:17:21,3827,Focaccia,3.1
24/12/2016 13:46:12,sabado,13:46:12,3828,Bread,2.0
24/12/2016 13:46:12,sabado,13:46:12,3828,Medialuna,3.0
24/12/2016 13:47:32,sabado,13:47:32,3829,Coffee,1.5
24/12/2016 13:47:32,sabado,13:47:32,3829,Tea,1.5
24/12/2016 13:47:32,sabado,13:47:32,3829,Coffee,1.5
24/12/2016 13:47:32,sabado,13:47:32,3829,Coffee,1.5
24/12/2016 13:49:17,sabado,13:49:17,3830,Coffee,1.5
24/12/2016 13:55:16,sabado,13:55:16,3831,Focaccia,3.1
24/12/2016 13:55:16,sabado,13:55:16,3831,Panatone,5.2
24/12/2016 13:55:16,sabado,13:55:16,3831,Fudge,2.2
24/12/2016 14:06:38,sabado,14:06:38,3832,Coffee,1.5
24/12/2016 14:06:38,sabado,14:06:38,3832,Coke,1.25
24/12/2016 14:09:48,sabado,14:09:48,3833,Scandinavian,3.0
24/12/2016 14:09:48,sabado,14:09:48,3833,Farm House,2.0
24/12/2016 14:11:19,sabado,14:11:19,3834,Cookies,1.5
24/12/2016 14:13:58,sabado,14:13:58,3835,Bread,2.0
24/12/2016 14:13:58,sabado,14:13:58,3835,Cake,4.0
24/12/2016 14:14:46,sabado,14:14:46,3836,Scone,2.5
24/12/2016 14:14:46,sabado,14:14:46,3836,Coffee,1.5
24/12/2016 14:14:46,sabado,14:14:46,3836,Tea,1.5
24/12/2016 14:17:57,sabado,14:17:57,3837,Sandwich,6.0
24/12/2016 14:21:24,sabado,14:21:24,3838,Bread,2.0
24/12/2016 14:25:54,sabado,14:25:54,3839,Coffee,1.5
24/12/2016 14:35:02,sabado,14:35:02,3840,Tea,1.5
24/12/2016 14:41:44,sabado,14:41:44,3841,Bread,2.0
24/12/2016 14:49:56,sabado,14:49:56,3842,Coffee,1.5
24/12/2016 14:49:56,sabado,14:49:56,3842,Coffee,1.5
24/12/2016 15:16:20,sabado,15:16:20,3843,Scone,2.5
24/12/2016 15:16:20,sabado,15:16:20,3843,Cake,4.0
24/12/2016 15:16:20,sabado,15:16:20,3843,Tea,1.5
24/12/2016 15:22:37,sabado,15:22:37,3844,Hot chocolate,2.5
24/12/2016 16:03:53,sabado,16:03:53,3845,Hot chocolate,2.5
24/12/2016 16:19:40,sabado,16:19:40,3846,Bread,2.0
24/12/2016 16:19:40,sabado,16:19:40,3846,Focaccia,3.1
24/12/2016 16:19:40,sabado,16:19:40,3846,Scandinavian,3.0
27/12/2016 09:56:35,terca,09:56:35,3847,Hot chocolate,2.5
27/12/2016 10:31:04,terca,10:31:04,3848,Coffee,1.5
27/12/2016 10:59:38,terca,10:59:38,3849,Bread,2.0
27/12/2016 11:03:39,terca,11:03:39,3850,Coffee,1.5
27/12/2016 11:03:39,terca,11:03:39,3850,Medialuna,3.0
27/12/2016 11:03:39,terca,11:03:39,3850,Pastry,3.0
27/12/2016 11:09:34,terca,11:09:34,3851,Coffee,1.5
27/12/2016 11:13:12,terca,11:13:12,3852,Coffee,1.5
27/12/2016 11:13:12,terca,11:13:12,3852,Coffee,1.5
27/12/2016 11:13:12,terca,11:13:12,3852,Pastry,3.0
27/12/2016 11:17:05,terca,11:17:05,3853,Coffee,1.5
27/12/2016 11:17:05,terca,11:17:05,3853,Medialuna,3.0
27/12/2016 11:25:23,terca,11:25:23,3854,Coffee,1.5
27/12/2016 11:32:05,terca,11:32:05,3855,Coffee,1.5
27/12/2016 11:32:05,terca,11:32:05,3855,Hot chocolate,2.5
27/12/2016 11:39:50,terca,11:39:50,3856,Coffee,1.5
27/12/2016 11:39:50,terca,11:39:50,3856,Tea,1.5
27/12/2016 11:41:24,terca,11:41:24,3857,Coffee,1.5
27/12/2016 11:41:24,terca,11:41:24,3857,Coffee,1.5
27/12/2016 11:46:49,terca,11:46:49,3858,Coffee,1.5
27/12/2016 11:52:30,terca,11:52:30,3859,Coffee,1.5
27/12/2016 11:52:30,terca,11:52:30,3859,Coffee,1.5
27/12/2016 11:52:30,terca,11:52:30,3859,Cake,4.0
27/12/2016 12:13:04,terca,12:13:04,3860,Coffee,1.5
27/12/2016 12:13:04,terca,12:13:04,3860,Coffee,1.5
27/12/2016 12:13:04,terca,12:13:04,3860,Coffee,1.5
27/12/2016 12:13:04,terca,12:13:04,3860,Toast,3.7
27/12/2016 13:15:36,terca,13:15:36,3861,Hot chocolate,2.5
27/12/2016 13:15:36,terca,13:15:36,3861,Tea,1.5
27/12/2016 13:55:40,terca,13:55:40,3864,Pastry,3.0
27/12/2016 13:55:40,terca,13:55:40,3864,Medialuna,3.0
27/12/2016 13:55:40,terca,13:55:40,3864,Gingerbread syrup,3.2
27/12/2016 13:57:15,terca,13:57:15,3865,Coffee,1.5
27/12/2016 13:57:15,terca,13:57:15,3865,Coffee,1.5
27/12/2016 13:57:15,terca,13:57:15,3865,Sandwich,6.0
27/12/2016 14:03:17,terca,14:03:17,3866,Sandwich,6.0
27/12/2016 14:03:17,terca,14:03:17,3866,Coffee,1.5
27/12/2016 14:03:17,terca,14:03:17,3866,Hot chocolate,2.5
27/12/2016 14:25:42,terca,14:25:42,3867,Coffee,1.5
27/12/2016 14:38:42,terca,14:38:42,3868,Coffee,1.5
27/12/2016 14:38:42,terca,14:38:42,3868,Cake,4.0
27/12/2016 14:43:53,terca,14:43:53,3869,Cookies,1.5
27/12/2016 14:43:53,terca,14:43:53,3869,Coffee,1.5
27/12/2016 15:03:14,terca,15:03:14,3870,Bread,2.0
27/12/2016 15:03:14,terca,15:03:14,3870,Farm House,2.0
27/12/2016 15:13:33,terca,15:13:33,3871,Coffee,1.5
27/12/2016 15:13:33,terca,15:13:33,3871,Coffee,1.5
28/12/2016 09:26:09,quarta,09:26:09,3872,Coffee,1.5
28/12/2016 09:32:12,quarta,09:32:12,3873,Medialuna,3.0
28/12/2016 09:32:12,quarta,09:32:12,3873,Pastry,3.0
28/12/2016 10:20:37,quarta,10:20:37,3874,Coffee,1.5
28/12/2016 10:20:37,quarta,10:20:37,3874,Coffee,1.5
28/12/2016 10:30:54,quarta,10:30:54,3875,Coffee,1.5
28/12/2016 10:46:05,quarta,10:46:05,3876,Coffee,1.5
28/12/2016 10:46:05,quarta,10:46:05,3876,Medialuna,3.0
28/12/2016 10:46:05,quarta,10:46:05,3876,Pastry,3.0
28/12/2016 10:46:05,quarta,10:46:05,3876,Medialuna,3.0
28/12/2016 10:51:24,quarta,10:51:24,3877,Toast,3.7
28/12/2016 10:51:24,quarta,10:51:24,3877,Tea,1.5
28/12/2016 10:51:24,quarta,10:51:24,3877,Coffee,1.5
28/12/2016 10:52:46,quarta,10:52:46,3878,Bread,2.0
28/12/2016 10:55:56,quarta,10:55:56,3879,Farm House,2.0
28/12/2016 10:57:00,quarta,10:57:00,3880,Bread,2.0
28/12/2016 10:57:44,quarta,10:57:44,3881,Bread,2.0
28/12/2016 10:59:54,quarta,10:59:54,3882,Bread,2.0
28/12/2016 10:59:54,quarta,10:59:54,3882,Medialuna,3.0
28/12/2016 10:59:54,quarta,10:59:54,3882,Toast,3.7
28/12/2016 10:59:54,quarta,10:59:54,3882,Bread,2.0
28/12/2016 11:03:27,quarta,11:03:27,3883,Coffee,1.5
28/12/2016 11:03:27,quarta,11:03:27,3883,Coffee,1.5
28/12/2016 11:03:27,quarta,11:03:27,3883,Tea,1.5
28/12/2016 11:03:27,quarta,11:03:27,3883,Bread,2.0
28/12/2016 11:06:32,quarta,11:06:32,3884,Bread,2.0
28/12/2016 11:06:32,quarta,11:06:32,3884,Farm House,2.0
28/12/2016 11:06:32,quarta,11:06:32,3884,Bread,2.0
28/12/2016 11:06:32,quarta,11:06:32,3884,Coffee,1.5
28/12/2016 11:06:32,quarta,11:06:32,3884,Sandwich,6.0
28/12/2016 11:06:32,quarta,11:06:32,3884,Truffles,3.6
28/12/2016 11:07:28,quarta,11:07:28,3885,Coffee,1.5
28/12/2016 11:28:33,quarta,11:28:33,3886,Coffee,1.5
28/12/2016 11:35:15,quarta,11:35:15,3887,Coffee,1.5
28/12/2016 11:35:15,quarta,11:35:15,3887,Cake,4.0
28/12/2016 11:36:53,quarta,11:36:53,3888,Coffee,1.5
28/12/2016 11:38:30,quarta,11:38:30,3889,Coffee,1.5
28/12/2016 11:38:30,quarta,11:38:30,3889,Hot chocolate,2.5
28/12/2016 11:38:30,quarta,11:38:30,3889,Bread,2.0
28/12/2016 11:38:30,quarta,11:38:30,3889,Cookies,1.5
28/12/2016 11:38:30,quarta,11:38:30,3889,Bread,2.0
28/12/2016 11:43:16,quarta,11:43:16,3890,Hot chocolate,2.5
28/12/2016 11:44:24,quarta,11:44:24,3891,Medialuna,3.0
28/12/2016 11:44:24,quarta,11:44:24,3891,Bread,2.0
28/12/2016 11:45:43,quarta,11:45:43,3892,Bread,2.0
28/12/2016 11:46:53,quarta,11:46:53,3893,Bread,2.0
28/12/2016 11:53:26,quarta,11:53:26,3894,Coffee,1.5
28/12/2016 11:57:19,quarta,11:57:19,3895,Coffee,1.5
28/12/2016 11:57:19,quarta,11:57:19,3895,Bread,2.0
28/12/2016 11:57:19,quarta,11:57:19,3895,Cake,4.0
28/12/2016 11:57:19,quarta,11:57:19,3895,Bread,2.0
28/12/2016 12:00:13,quarta,12:00:13,3896,Bread,2.0
28/12/2016 12:01:45,quarta,12:01:45,3897,Muesli,3.5
28/12/2016 12:01:45,quarta,12:01:45,3897,Bread,2.0
28/12/2016 12:03:29,quarta,12:03:29,3898,Coffee,1.5
28/12/2016 12:03:29,quarta,12:03:29,3898,Coffee,1.5
28/12/2016 12:03:29,quarta,12:03:29,3898,Bread,2.0
28/12/2016 12:17:25,quarta,12:17:25,3899,Coffee,1.5
28/12/2016 12:26:20,quarta,12:26:20,3900,Coffee,1.5
28/12/2016 13:22:29,quarta,13:22:29,3901,Bread,2.0
28/12/2016 13:22:29,quarta,13:22:29,3901,Coffee,1.5
28/12/2016 13:22:58,quarta,13:22:58,3902,Coffee,1.5
28/12/2016 13:40:02,quarta,13:40:02,3903,Tea,1.5
28/12/2016 13:40:47,quarta,13:40:47,3904,Tea,1.5
28/12/2016 13:46:28,quarta,13:46:28,3905,Bread,2.0
28/12/2016 13:46:28,quarta,13:46:28,3905,Crisps,2.0
28/12/2016 13:46:28,quarta,13:46:28,3905,Juice,3.75
28/12/2016 13:46:28,quarta,13:46:28,3905,Coffee,1.5
28/12/2016 13:46:28,quarta,13:46:28,3905,Hot chocolate,2.5
28/12/2016 13:46:28,quarta,13:46:28,3905,Truffles,3.6
28/12/2016 13:53:23,quarta,13:53:23,3906,Cake,4.0
28/12/2016 14:03:24,quarta,14:03:24,3907,Fudge,2.2
28/12/2016 14:07:30,quarta,14:07:30,3908,Coffee,1.5
28/12/2016 14:07:30,quarta,14:07:30,3908,Tea,1.5
28/12/2016 14:34:13,quarta,14:34:13,3909,Coffee,1.5
28/12/2016 14:34:13,quarta,14:34:13,3909,Juice,3.75
28/12/2016 14:34:13,quarta,14:34:13,3909,Coffee,1.5
28/12/2016 14:34:13,quarta,14:34:13,3909,Coke,1.25
28/12/2016 14:34:13,quarta,14:34:13,3909,Sandwich,6.0
28/12/2016 14:34:13,quarta,14:34:13,3909,Sandwich,6.0
28/12/2016 14:42:55,quarta,14:42:55,3910,Sandwich,6.0
28/12/2016 14:42:55,quarta,14:42:55,3910,Sandwich,6.0
28/12/2016 15:04:17,quarta,15:04:17,3911,Bread,2.0
28/12/2016 15:07:17,quarta,15:07:17,3912,Coffee,1.5
28/12/2016 15:07:17,quarta,15:07:17,3912,Bread,2.0
28/12/2016 15:13:13,quarta,15:13:13,3913,Bread,2.0
28/12/2016 15:13:13,quarta,15:13:13,3913,Coffee,1.5
28/12/2016 15:15:46,quarta,15:15:46,3914,Bread,2.0
28/12/2016 15:23:35,quarta,15:23:35,3915,Coffee,1.5
28/12/2016 16:00:35,quarta,16:00:35,3916,Coffee,1.5
28/12/2016 16:00:35,quarta,16:00:35,3916,Coffee,1.5
28/12/2016 16:00:35,quarta,16:00:35,3916,Hot chocolate,2.5
28/12/2016 16:00:35,quarta,16:00:35,3916,Cake,4.0
28/12/2016 16:00:35,quarta,16:00:35,3916,Cake,4.0
28/12/2016 16:19:56,quarta,16:19:56,3917,Sandwich,6.0
28/12/2016 16:19:56,quarta,16:19:56,3917,Coffee,1.5
28/12/2016 16:19:56,quarta,16:19:56,3917,Hot chocolate,2.5
28/12/2016 16:19:56,quarta,16:19:56,3917,Cookies,1.5
28/12/2016 16:19:56,quarta,16:19:56,3917,Crisps,2.0
28/12/2016 16:19:56,quarta,16:19:56,3917,Bare Popcorn,3.0
28/12/2016 16:19:56,quarta,16:19:56,3917,Coffee,1.5
28/12/2016 16:20:47,quarta,16:20:47,3918,Coffee,1.5
28/12/2016 16:24:53,quarta,16:24:53,3919,Hot chocolate,2.5
28/12/2016 16:24:53,quarta,16:24:53,3919,Hot chocolate,2.5
29/12/2016 08:53:35,quinta,08:53:35,3920,Coffee,1.5
29/12/2016 09:20:44,quinta,09:20:44,3921,Bread,2.0
29/12/2016 09:53:18,quinta,09:53:18,3922,Coffee,1.5
29/12/2016 09:53:41,quinta,09:53:41,3923,Coffee,1.5
29/12/2016 10:19:51,quinta,10:19:51,3924,Tea,1.5
29/12/2016 10:19:51,quinta,10:19:51,3924,Bread,2.0
29/12/2016 10:20:20,quinta,10:20:20,3925,Bread,2.0
29/12/2016 10:39:20,quinta,10:39:20,3926,Coffee,1.5
29/12/2016 10:39:20,quinta,10:39:20,3926,Hot chocolate,2.5
29/12/2016 10:39:20,quinta,10:39:20,3926,Bread,2.0
29/12/2016 10:45:50,quinta,10:45:50,3927,Bread,2.0
29/12/2016 10:47:44,quinta,10:47:44,3928,Bread,2.0
29/12/2016 10:47:44,quinta,10:47:44,3928,Bread,2.0
29/12/2016 10:49:12,quinta,10:49:12,3929,Tea,1.5
29/12/2016 10:49:12,quinta,10:49:12,3929,Medialuna,3.0
29/12/2016 10:49:12,quinta,10:49:12,3929,Bread,2.0
29/12/2016 10:52:39,quinta,10:52:39,3930,Medialuna,3.0
29/12/2016 10:52:39,quinta,10:52:39,3930,Pastry,3.0
29/12/2016 10:52:39,quinta,10:52:39,3930,Coffee,1.5
29/12/2016 10:52:39,quinta,10:52:39,3930,Coffee,1.5
29/12/2016 10:52:39,quinta,10:52:39,3930,Toast,3.7
29/12/2016 10:55:08,quinta,10:55:08,3931,Medialuna,3.0
29/12/2016 11:00:53,quinta,11:00:53,3932,Bread,2.0
29/12/2016 11:15:51,quinta,11:15:51,3933,Farm House,2.0
29/12/2016 11:35:40,quinta,11:35:40,3934,Coffee,1.5
29/12/2016 11:35:40,quinta,11:35:40,3934,Coffee,1.5
29/12/2016 11:35:40,quinta,11:35:40,3934,Pastry,3.0
29/12/2016 11:35:40,quinta,11:35:40,3934,Toast,3.7
29/12/2016 11:45:42,quinta,11:45:42,3935,Coffee,1.5
29/12/2016 11:45:42,quinta,11:45:42,3935,Cookies,1.5
29/12/2016 11:45:42,quinta,11:45:42,3935,Bread,2.0
29/12/2016 11:48:34,quinta,11:48:34,3936,Cake,4.0
29/12/2016 11:48:34,quinta,11:48:34,3936,Bread,2.0
29/12/2016 11:48:34,quinta,11:48:34,3936,Jammie Dodgers,1.4
29/12/2016 11:48:34,quinta,11:48:34,3936,Coffee,1.5
29/12/2016 11:48:34,quinta,11:48:34,3936,Tea,1.5
29/12/2016 11:48:34,quinta,11:48:34,3936,Coffee,1.5
29/12/2016 11:59:07,quinta,11:59:07,3937,Coffee,1.5
29/12/2016 11:59:07,quinta,11:59:07,3937,Coffee,1.5
29/12/2016 11:59:07,quinta,11:59:07,3937,Smoothies,5.0
29/12/2016 11:59:07,quinta,11:59:07,3937,Toast,3.7
29/12/2016 11:59:49,quinta,11:59:49,3938,Coffee,1.5
29/12/2016 11:59:49,quinta,11:59:49,3938,Coffee,1.5
29/12/2016 11:59:49,quinta,11:59:49,3938,Smoothies,5.0
29/12/2016 11:59:49,quinta,11:59:49,3938,Toast,3.7
29/12/2016 12:00:37,quinta,12:00:37,3939,Toast,3.7
29/12/2016 12:00:37,quinta,12:00:37,3939,Coffee,1.5
29/12/2016 12:00:37,quinta,12:00:37,3939,Smoothies,5.0
29/12/2016 12:03:16,quinta,12:03:16,3940,Bread,2.0
29/12/2016 12:06:04,quinta,12:06:04,3941,Bread,2.0
29/12/2016 12:06:04,quinta,12:06:04,3941,Bread,2.0
29/12/2016 12:10:10,quinta,12:10:10,3942,Bread,2.0
29/12/2016 12:10:10,quinta,12:10:10,3942,Coffee,1.5
29/12/2016 12:28:36,quinta,12:28:36,3943,Fudge,2.2
29/12/2016 12:28:36,quinta,12:28:36,3943,Bread,2.0
29/12/2016 12:28:36,quinta,12:28:36,3943,Coffee,1.5
29/12/2016 12:28:36,quinta,12:28:36,3943,Bread,2.0
29/12/2016 12:28:36,quinta,12:28:36,3943,Cake,4.0
29/12/2016 12:33:09,quinta,12:33:09,3944,Bread,2.0
29/12/2016 12:33:09,quinta,12:33:09,3944,Pastry,3.0
29/12/2016 12:45:20,quinta,12:45:20,3945,Tea,1.5
29/12/2016 12:45:20,quinta,12:45:20,3945,Frittata,6.0
29/12/2016 12:53:10,quinta,12:53:10,3946,Sandwich,6.0
29/12/2016 12:53:10,quinta,12:53:10,3946,Coffee,1.5
29/12/2016 12:53:10,quinta,12:53:10,3946,Bread,2.0
29/12/2016 12:58:17,quinta,12:58:17,3947,Bread,2.0
29/12/2016 13:04:23,quinta,13:04:23,3948,Coffee,1.5
29/12/2016 13:04:23,quinta,13:04:23,3948,Hot chocolate,2.5
29/12/2016 13:04:23,quinta,13:04:23,3948,Bread,2.0
29/12/2016 13:16:31,quinta,13:16:31,3949,Bread,2.0
29/12/2016 13:16:31,quinta,13:16:31,3949,Bread,2.0
29/12/2016 13:16:31,quinta,13:16:31,3949,Juice,3.75
29/12/2016 13:16:31,quinta,13:16:31,3949,Juice,3.75
29/12/2016 13:20:45,quinta,13:20:45,3950,Coffee,1.5
29/12/2016 13:30:36,quinta,13:30:36,3951,Hot chocolate,2.5
29/12/2016 13:30:36,quinta,13:30:36,3951,Bread,2.0
29/12/2016 13:35:07,quinta,13:35:07,3952,Coffee,1.5
29/12/2016 13:35:07,quinta,13:35:07,3952,Coffee,1.5
29/12/2016 13:35:07,quinta,13:35:07,3952,Juice,3.75
29/12/2016 13:35:07,quinta,13:35:07,3952,Sandwich,6.0
29/12/2016 13:35:07,quinta,13:35:07,3952,Cake,4.0
29/12/2016 13:35:07,quinta,13:35:07,3952,Bread,2.0
29/12/2016 13:35:07,quinta,13:35:07,3952,Lemon and coconut,4.2
29/12/2016 13:37:50,quinta,13:37:50,3953,Bread,2.0
29/12/2016 13:39:08,quinta,13:39:08,3954,Hearty & Seasonal,6.0
29/12/2016 13:39:08,quinta,13:39:08,3954,Coffee,1.5
29/12/2016 13:39:08,quinta,13:39:08,3954,Coffee,1.5
29/12/2016 13:39:57,quinta,13:39:57,3955,Medialuna,3.0
29/12/2016 13:40:46,quinta,13:40:46,3956,Coffee,1.5
29/12/2016 13:40:46,quinta,13:40:46,3956,Coffee,1.5
29/12/2016 13:41:16,quinta,13:41:16,3957,Bread,2.0
29/12/2016 13:41:16,quinta,13:41:16,3957,Pastry,3.0
29/12/2016 13:54:10,quinta,13:54:10,3958,Pastry,3.0
29/12/2016 13:54:10,quinta,13:54:10,3958,Bread,2.0
29/12/2016 13:54:10,quinta,13:54:10,3958,Cake,4.0
29/12/2016 14:13:26,quinta,14:13:26,3959,Scandinavian,3.0
29/12/2016 14:14:57,quinta,14:14:57,3960,Coke,1.25
29/12/2016 14:14:57,quinta,14:14:57,3960,Tea,1.5
29/12/2016 14:14:57,quinta,14:14:57,3960,Hot chocolate,2.5
29/12/2016 14:14:57,quinta,14:14:57,3960,Medialuna,3.0
29/12/2016 14:24:06,quinta,14:24:06,3961,Coffee,1.5
29/12/2016 14:24:55,quinta,14:24:55,3962,Jammie Dodgers,1.4
29/12/2016 14:24:55,quinta,14:24:55,3962,Bread,2.0
29/12/2016 14:27:33,quinta,14:27:33,3964,Medialuna,3.0
29/12/2016 14:27:33,quinta,14:27:33,3964,Coffee,1.5
29/12/2016 14:27:33,quinta,14:27:33,3964,Coffee,1.5
29/12/2016 14:28:46,quinta,14:28:46,3965,Coffee,1.5
29/12/2016 14:28:46,quinta,14:28:46,3965,Bread,2.0
29/12/2016 14:30:43,quinta,14:30:43,3966,Hot chocolate,2.5
29/12/2016 14:30:43,quinta,14:30:43,3966,Coffee,1.5
29/12/2016 14:35:10,quinta,14:35:10,3967,Coffee,1.5
29/12/2016 14:35:10,quinta,14:35:10,3967,Bread,2.0
29/12/2016 14:35:10,quinta,14:35:10,3967,Juice,3.75
29/12/2016 14:35:10,quinta,14:35:10,3967,Truffles,3.6
29/12/2016 14:35:10,quinta,14:35:10,3967,Frittata,6.0
29/12/2016 14:35:10,quinta,14:35:10,3967,Cookies,1.5
29/12/2016 14:35:10,quinta,14:35:10,3967,Crisps,2.0
